,domain,signaltype,encryptedrequesturl,encryptedhref,encryptedpagetitle,encryptedcontent,signalscount,_c0,domain_exp,know_domain,certainty
1179,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"bandbox
@bandboxvinyl",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1180,surveymonkey.com,CLICK,surveymonkey.com/summary/rBUkfddfLbS8NoMnFerAe4zruqnW_2B6u8YuDV4kt5mED_2F4XHR_2BhjW3h1pGzdRR0UU,surveymonkey.com/analyze/rBUkfddfLbS8NoMnFerAe8q9_2BbsjaZMn9Gn6DwGPrJM_3D,,analyze results,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1181,rocketreach.co,VISIT,rocketreach.co/ralf-schmidt-email_44873163,,"ralf schmidt email address & phone number | dräxlmaier group vice president, geschäftsführer; head of global electronics engineering contact information - rocketreach",,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1182,rocketreach.co,VISIT,rocketreach.co/wayne-heller-email_4526498,,"wayne heller email address & phone number | republic airways holdings, inc. executive vice president and chief operating officer contact information - rocketreach",,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1183,surveymonkey.com,VISIT,surveymonkey.com/summary/Ab_2B0oauXHGa697KsPoysyLi7SqdjbYVVm29egaJJeiA_3D,,surveymonkey survey summary,,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1184,goto.com,CLICK,goto.com/resources/the-webinar-playbook,www.gotomeeting.com/webinar/webinar-playbook-game-changing-strategies?_ics=1678092265412&irclickid=~05~b~fc606301YQLKLQXNEFDKFHIPNJMKQPMNDEwmgb91SRHFCyo,,read the ebook,1,96,"goto.com is a domain registration and hosting provider. it offers a range of services, including domain registration, web hosting, website building, and email hosting. it also provides a range of tools to help users manage their domains, such as domain forwarding, domain locking, and domain privacy. additionally, it offers a range of security features, such as ssl certificates, malware scanning, and ddos protection.","q1: yes, 5",q2: 5
1185,indochino.com,CLICK,indochino.com/collection/suits,indochino.com/product/fleetwood-moleskin-mahogany-suit,,"568 people have viewed today!
fleetwood moleskin mahogany suit
original price:
$449
sale price:
$329",1,275,"indochino.com is an online custom menswear store offering suits, shirts, outerwear, and accessories. customers can design their own suits and shirts, and have them tailored to their exact measurements. the website also offers a range of ready-to-wear items, as well as a selection of accessories. customers can also book an appointment at one of their showrooms for a personalized shopping experience.","q1: yes, 5",q2: 5
1186,onepeloton.com,CLICK,onepeloton.com/mymembership,onepeloton.com/mymembership/subscriptions/283138e489fa46f9b1e7451790bc2dda,,peloton all access membership,1,107,"onepeloton.com offers a variety of fitness products and services, including interactive home fitness bikes, digital and on-demand classes, and accessories. users can access live and on-demand classes, track their progress, and connect with other members. the website also offers a variety of apparel and accessories.","q1: yes, 5",q2: 5
1187,rocketreach.co,CLICK,rocketreach.co/kumudu-de-silva-email_80222704,,,view kumudu's email & phone (it's free),1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1188,surveymonkey.com,CLICK,surveymonkey.com/collect,surveymonkey.com/create/preview/?sm=FNPWOeUWOcBbaBjgRy9VPKejNZv25hz3oXqhTMzEEzM_3D&tab_clicked=1,,preview & score,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1189,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"1 post, thursday, 9 march at 9am
9:00 am
create
post
pin
facebook ad campaign
linkedin ad campaign
l",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1190,goto.com,CLICK,goto.com/webinar,authentication.logmeininc.com/oauth/authorize?_ics=1677873106159&client_id=007d3a8e-5b8e-4af6-8db1-b8d52853439f&irclickid=~bad~dgjquje-adc79~dja34UNEzAFHCEKIFxynoni-7XNGDByvqh&login_theme=goto&redirect_uri=https://myaccount.logmeininc.com&response_type=token,,sign in,1,96,"goto.com is a domain registration and hosting provider. it offers a range of services, including domain registration, web hosting, website building, and email hosting. it also provides a range of tools to help users manage their domains, such as domain forwarding, domain locking, and domain privacy. additionally, it offers a range of security features, such as ssl certificates, malware scanning, and ddos protection.","q1: yes, 5",q2: 5
1191,surveymonkey.com,CLICK,surveymonkey.com/survey-thanks,www.surveymonkey.com/r/QJBNPLXUC?c=LD_2Fia227H7piCtN6h8MqqJsLCAD_2BQ1jozlBL9YnVinSMlYuo7IGifVjKK0rRpxh0pXgLLxiBF4tq8jR63FxcBgBTV09pRTKKeeSgGD1uIb1RysEUBJHgakYXIKEIJXEiehon7M9skowBTLEVVYdWxE_2FrX9qQ4Bw0RVGKzvjzY03wgplvcaYQcJIq3x7Au4D7Col_2BnRj8yTEaNrdOIMKEGGSpWZRZ15GIBCpv_2FLD91eyDbRgVu53cRlLqFhJ4BmMjG_2F0aCRzd4Q4bG3M03Uth0xkUeyWBJfk4HxUEFddSdNY6cdYbkN_2Byzyb0QuLz2l2G0GPhzu1Cn4bNccR033mb4kz8WM4OjaIoQRznHSwYbpbUCEKqxLees8zisJOK2yveALBBWQfcofyu5gi6Ew6XmOkldyFc9Xf0oGBEa_2Bjz5kcJpkme_2Fqoa64HTlxxoczpy,,start survey,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1192,net32.com,CLICK,net32.com/ec/preventives-t-515,net32.com/ec/bonding-agents-cosmetic-l-531-818,,bonding agents,1,147,"net32.com is an online marketplace for dental and medical supplies. it offers a wide range of products from over 500 brands, including dental instruments, disposables, infection control, and more. users can search for products, compare prices, and place orders. they can also access product reviews, product videos, and other helpful resources.","q1: yes, 4",q2: 4
1193,stocksy.com,VISIT,stocksy.com/3505879/vase-and-books-on-cupboard-near-mirror,,"""vase and books on cupboard near mirror"" by stocksy contributor ""alina hvostikova"" - stocksy",,1,31,"stocksy is a royalty-free stock photography website offering high-quality images, videos, and music. users can search, purchase, and download images, videos, and music for commercial and personal use. they can also upload their own images and videos to the website to be sold. stocksy also offers a range of services such as custom image requests, exclusive collections, and more.","q1: yes, 5",q2: 5
